Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
58,Sunday Jun 2,boxscore,TOR,,PIT,W,5,4,,28-30,4,12.5,Bassitt,Priester,García,2:57,D,34887,.51,+,
59,Monday Jun 3,boxscore,TOR,,BAL,L,2,7,,28-31,5,13.0,Rodriguez,Gausman,,2:30,N,23842,.60,-,
60,Tuesday Jun 4,boxscore,TOR,,BAL,L,1,10,,28-32,5,14.0,Burnes,Cabrera,,2:39,N,28816,.54,--,
61,Wednesday Jun 5,boxscore,TOR,,BAL,W-wo,3,2,,29-32,5,14.0,García,Kimbrel,,2:32,N,27929,.43,+,
62,Thursday Jun 6,boxscore,TOR,,BAL,W,6,5,,30-32,5,14.0,Kikuchi,Povich,García,2:26,D,39215,.52,++,
63,Friday Jun 7,boxscore,TOR,@,OAK,L-wo,1,2,,30-33,5,14.0,Miller,Green,,2:07,N,16046,.53,-,
64,Saturday Jun 8,boxscore,TOR,@,OAK,W,7,0,,31-33,4,13.0,Gausman,Medina,,2:27,D,9285,.49,+,
65,Sunday Jun 9,boxscore,TOR,@,OAK,W,6,4,10,32-33,4,13.0,García,Adams,Cabrera,2:32,D,11276,.53,++,
66,Monday Jun 10,boxscore,TOR,@,MIL,L,1,3,,32-34,4,14.0,Rea,Berríos,Megill,2:13,N,24381,.55,-,
67,Tuesday Jun 11,boxscore,TOR,@,MIL,W,3,0,,33-34,3,14.0,Kikuchi,Rodriguez,García,2:37,N,25253,.51,+,
68,Wednesday Jun 12,boxscore,TOR,@,MIL,L,4,5,,33-35,4,15.0,Myers,Pop,Megill,2:37,D,30444,.58,-,
69,Friday Jun 14,boxscore,TOR,,CLE,L,1,3,,33-36,4,15.5,Allen,Gausman,Clase,2:22,N,36790,.55,--,
70,Saturday Jun 15,boxscore,TOR,,CLE,W,5,0,,34-36,4,14.5,Francis,Carrasco,,2:23,D,39318,.49,+,
71,Sunday Jun 16,boxscore,TOR,,CLE,W,7,6,,35-36,4,13.5,Berríos,Lively,Pearson,2:48,D,40043,.54,++,
72,Monday Jun 17,boxscore,TOR,,BOS,L,3,7,,35-37,4,14.0,Pivetta,Kikuchi,Jansen,2:43,N,29907,.61,-,
73,Tuesday Jun 18,boxscore,TOR,,BOS,L,3,4,,35-38,4,15.0,Kelly,Little,Jansen,2:56,N,38595,.55,--,
74,Wednesday Jun 19,boxscore,TOR,,BOS,L,3,7,,35-39,4,15.0,Bello,Gausman,,2:54,N,38906,.48,---,
75,Friday Jun 21,boxscore,TOR,@,CLE,L,1,7,,35-40,5,14.5,Carrasco,Rodríguez,,2:33,N,35868,.39,----,
76,Saturday Jun 22,boxscore,TOR,@,CLE,L,3,6,,35-41,5,15.5,Lively,Berríos,Clase,2:22,D,37133,.38,-----,
77,Sunday Jun 23,boxscore,TOR,@,CLE,L,5,6,,35-42,5,15.5,Herrin,Kikuchi,Clase,3:01,D,27479,.31,------,
78,Monday Jun 24,boxscore,TOR,@,BOS,L-wo,6,7,,35-43,5,16.0,Jansen,Pop,,2:37,N,35856,.30,-------,
79,Tuesday Jun 25,boxscore,TOR,@,BOS,W,9,4,,36-43,5,15.0,Gausman,Bello,,2:45,N,34546,.26,+,
80,Wednesday Jun 26,boxscore,TOR,@,BOS,W,4,1,,37-43,5,14.0,Pop,Pivetta,Green,2:36,D,34756,.32,++,
81,Thursday Jun 27,boxscore,TOR,,NYY,W,9,2,,38-43,5,13.0,Berríos,Rodón,,2:32,N,36423,.29,+++,
82,Friday Jun 28,boxscore,TOR,,NYY,L,5,16,,38-44,5,14.0,Tonkin,Kikuchi,,3:08,N,34791,.30,-,
83,Saturday Jun 29,boxscore,TOR,,NYY,W,9,3,,39-44,5,14.0,Bassitt,Cortés,,2:51,D,37448,.26,+,
84,Sunday Jun 30,boxscore,TOR,,NYY,L,1,8,,39-45,5,14.0,Cole,Gausman,,2:54,D,38534,.27,-,
85,Monday Jul 1,boxscore,TOR,,HOU,L,1,3,,39-46,5,14.5,Brown,Rodríguez,Hader,2:16,D,39265,.25,--,
86,Tuesday Jul 2,boxscore,TOR,,HOU,W,7,6,,40-46,5,14.5,Berríos,Arrighetti,Green,2:24,N,26308,.20,+,
87,Wednesday Jul 3,boxscore,TOR,,HOU,L,2,9,,40-47,5,15.5,Scott,Pop,,2:48,N,28570,.21,-,
88,Thursday Jul 4,boxscore,TOR,,HOU,L,3,5,,40-48,5,15.5,Valdez,Bassitt,Hader,2:37,D,38234,.19,--,
89,Friday Jul 5,boxscore,TOR,@,SEA,L,1,2,,40-49,5,16.5,Castillo,Gausman,Muñoz,2:27,N,34493,.15,---,
90,Saturday Jul 6,boxscore,TOR,@,SEA,W,5,4,,41-49,5,15.5,Rodríguez,Hancock,Green,2:53,D,38264,.12,+,
91,Sunday Jul 7,boxscore,TOR,@,SEA,W,5,4,10,42-49,5,15.5,Green,Snider,Cabrera,3:22,D,34885,.15,++,
92,Tuesday Jul 9,boxscore,TOR,@,SFG,L-wo,3,4,,42-50,5,15.5,Miller,Richards,,2:27,N,32924,.14,-,
93,Wednesday Jul 10,boxscore,TOR,@,SFG,W,10,6,,43-50,5,14.5,Bassitt,Webb,,2:41,N,32014,.12,+,
94,Thursday Jul 11,boxscore,TOR,@,SFG,W,5,3,,44-50,5,13.5,Gausman,Hicks,Green,2:32,D,30064,.14,++,
95,Friday Jul 12,boxscore,TOR,@,ARI,L-wo,4,5,,44-51,5,13.5,Martinez,Green,,2:39,N,24441,.18,-,
96,Saturday Jul 13,boxscore,TOR,@,ARI,L,1,12,,44-52,5,13.5,Díaz,Berríos,,2:45,N,40121,.14,--,
97,Sunday Jul 14,boxscore,TOR,@,ARI,W,8,7,,45-52,5,13.5,Richards,Ginkel,Green,2:51,D,24732,.10,+,
98,Friday Jul 19,boxscore,TOR,,DET,L,4,5,,45-53,5,14.5,Flaherty,Bassitt,Holton,2:37,N,39697,.16,-,
99,Saturday Jul 20,boxscore,TOR,,DET,L,3,7,,45-54,5,15.5,Faedo,Kikuchi,,2:36,D,38583,.11,--,
100,Sunday Jul 21,boxscore,TOR,,DET,W,5,4,,46-54,5,14.5,Gausman,Montero,Green,2:26,D,38766,.09,+,
101,Tuesday Jul 23,boxscore,TOR,,TBR,L,2,4,,46-55,5,14.5,Alexander,Berríos,Fairbanks,2:49,N,38575,.11,-,
102,Wednesday Jul 24,boxscore,TOR,,TBR,W,6,3,,47-55,5,13.5,Cabrera,Adam,,2:19,N,32276,.09,+,
103,Thursday Jul 25,boxscore,TOR,,TBR,L,0,13,,47-56,5,14.5,Bradley,Bassitt,,2:52,D,41148,.13,-,
104,Friday Jul 26,boxscore,TOR,,TEX,W-wo,6,5,,48-56,5,13.5,Green,Sborz,,3:12,N,35065,.09,+,
105,Saturday Jul 27,boxscore,TOR,,TEX,W,7,3,,49-56,5,12.5,Gausman,Lorenzen,,2:25,D,35917,.09,++,
106,Sunday Jul 28,boxscore,TOR,,TEX,W,7,3,,50-56,5,12.5,Berríos,Hernández,Pop,2:33,D,40052,.12,+++,
107,Monday Jul 29 (1),boxscore,TOR,@,BAL,L,5,11,,50-57,5,12.5,Eflin,Rodríguez,,2:58,D,,.16,-,
108,Monday Jul 29 (2),boxscore,TOR,@,BAL,W,8,4,,51-57,5,12.5,Francis,Povich,,2:59,D,22272,.12,+,
109,Tuesday Jul 30,boxscore,TOR,@,BAL,L,2,6,,51-58,5,13.5,Burnes,Bassitt,,2:47,N,21710,.14,-,
110,Wednesday Jul 31,boxscore,TOR,@,BAL,L,4,10,,51-59,5,14.5,Rodriguez,Espino,,2:51,D,25528,.11,--,
111,Friday Aug 2,boxscore,TOR,@,NYY,W,8,5,,52-59,5,13.0,Little,Stroman,Green,3:04,N,44883,.08,+,
112,Saturday Aug 3,boxscore,TOR,@,NYY,L,3,8,,52-60,5,14.0,Rodón,Berríos,Holmes,2:51,D,40218,.08,-,
113,Sunday Aug 4,boxscore,TOR,@,NYY,L-wo,3,4,10,52-61,5,15.0,Leiter,Francis,,3:36,D,44237,.06,--,
114,Tuesday Aug 6,boxscore,TOR,,BAL,W,5,2,,53-61,5,14.5,Bassitt,Soto,Green,2:29,N,35051,.03,+,
115,Wednesday Aug 7,boxscore,TOR,,BAL,L,3,7,,53-62,5,15.0,Smith,Burr,,2:45,N,37547,.04,-,
116,Thursday Aug 8,boxscore,TOR,,BAL,W,7,6,,54-62,5,14.0,Gausman,Kremer,Green,2:35,N,27910,.03,+,
117,Friday Aug 9,boxscore,TOR,,OAK,W,3,1,,55-62,5,14.0,Berríos,Spence,Green,2:20,N,39894,.04,++,
118,Saturday Aug 10,boxscore,TOR,,OAK,L,0,1,,55-63,5,15.0,Bido,Rodríguez,Miller,2:20,D,34312,.06,-,
119,Sunday Aug 11,boxscore,TOR,,OAK,L,4,8,,55-64,5,15.0,Sears,Bassitt,,2:35,D,38797,.04,--,
120,Monday Aug 12,boxscore,TOR,@,LAA,W,4,2,,56-64,5,14.5,Francis,Daniel,Green,2:19,N,29676,.02,+,
121,Tuesday Aug 13,boxscore,TOR,@,LAA,W,6,1,,57-64,5,14.0,Gausman,Fulmer,,2:34,N,30982,.03,++,
122,Wednesday Aug 14,boxscore,TOR,@,LAA,W,9,2,,58-64,5,14.0,Berríos,Anderson,,2:22,N,28356,.05,+++,
123,Friday Aug 16,boxscore,TOR,@,CHC,L-wo,5,6,10,58-65,5,15.0,Miller,Green,,2:53,D,39614,.06,-,
124,Saturday Aug 17,boxscore,TOR,@,CHC,L,2,3,,58-66,5,15.0,Pearson,Bassitt,López,2:31,D,38755,.04,--,
125,Sunday Aug 18,boxscore,TOR,@,CHC,W,1,0,,59-66,5,14.0,Francis,Imanaga,Green,2:32,D,36117,.02,+,
126,Monday Aug 19,boxscore,TOR,,CIN,L,3,6,,59-67,5,14.5,Santillan,Gausman,,2:33,N,25603,.02,-,
127,Tuesday Aug 20,boxscore,TOR,,CIN,W,10,3,,60-67,5,14.0,Berríos,Spiers,,2:19,N,34662,.02,+,
128,Wednesday Aug 21,boxscore,TOR,,CIN,L,7,11,,60-68,5,14.5,Pagán,Little,,3:16,N,27057,.03,-,
129,Thursday Aug 22,boxscore,TOR,,LAA,W,5,3,,61-68,5,14.5,Yarbrough,Burke,,2:22,N,25900,.01,+,
